caseid,age,sex,sei,region,polviews,natmass
54088,57,Female,39.5,E. Nor. Central,Moderate,Too Little
54089,24,Female,29.1,E. Nor. Central,Liberal,Too Little
54090,70,Female,76.5,E. Nor. Central,Slightly Conservative,Too Little
54091,52,Male,81,E. Nor. Central,Extrmly Conservative,About Right
54092,60,Female,61.900002,E. Nor. Central,Conservative,About Right
54093,40,Female,63.5,E. Nor. Central,Slightly Conservative,About Right
54094,64,Female,80.099998,E. Sou. Central,Moderate,About Right
54095,49,Male,30.1,E. Sou. Central,Moderate,Too Much
54096,66,Female,66.099998,E. Sou. Central,Moderate,About Right
54097,23,Female,38.400002,E. Sou. Central,Slightly Liberal,Too Little
54098,65,Female,50.700001,E. Sou. Central,Extrmly Conservative,About Right
54099,52,Female,69.699997,E. Sou. Central,Moderate,Too Little
54100,25,Female,53.299999,E. Sou. Central,Conservative,About Right
54101,43,Male,53.099998,E. Sou. Central,Slightly Conservative,Too Little
54102,34,Female,80.300003,E. Sou. Central,Extrmly Conservative,About Right
54103,30,Female,62.5,E. Nor. Central,Moderate,About Right
54104,67,Male,36.5,E. Nor. Central,Conservative,Too Little
54105,50,Male,61.900002,E. Nor. Central,Moderate,Too Little
54106,41,Male,83.699997,E. Nor. Central,Moderate,Too Little
54107,46,Female,36.5,E. Nor. Central,Extrmly Conservative,About Right
54108,46,Female,66.099998,E. Nor. Central,Conservative,Too Little
54109,66,Male,63.5,E. Nor. Central,Liberal,Too Little
54110,23,Female,50.700001,W. Nor. Central,Moderate,About Right
54111,25,Male,37.700001,W. Nor. Central,Slightly Conservative,Too Little
54112,74,Female,34.400002,W. Nor. Central,Liberal,Too Little
54113,53,Male,80.900002,W. Nor. Central,Liberal,Too Little
54114,63,Male,80.300003,W. Nor. Central,Slightly Conservative,About Right
54115,44,Female,92.300003,W. Nor. Central,Liberal,Too Little
54116,29,Female,50.700001,W. Nor. Central,Slightly Liberal,Too Little
54117,62,Male,38.900002,W. Nor. Central,Moderate,Too Little
54118,39,Female,56.599998,W. Nor. Central,Slightly Liberal,Too Little
54119,31,Male,31.4,W. Nor. Central,Conservative,Too Much
54121,59,Male,92.300003,W. Nor. Central,Extremely Liberal,Too Little
54122,87,Female,30.700001,W. Nor. Central,Slightly Conservative,Too Little
54123,26,Female,78.5,W. Nor. Central,Moderate,About Right
54124,46,Female,78.5,W. Nor. Central,Moderate,Too Little
54125,35,Female,63.5,W. Nor. Central,Moderate,Too Little
54126,53,Male,63.5,W. Nor. Central,Conservative,Too Little
54127,34,Female,63.5,W. Nor. Central,Slightly Liberal,About Right
54128,55,Female,50.700001,W. Nor. Central,Moderate,About Right
54129,52,Male,47,W. Nor. Central,Moderate,About Right
54130,74,Female,36.5,W. Nor. Central,Liberal,Too Much
54131,27,Female,38.400002,E. Nor. Central,Slightly Liberal,Too Little
54132,89,Female,54.200001,E. Nor. Central,Extremely Liberal,Too Much
54133,43,Male,29.200001,E. Nor. Central,Slightly Conservative,Too Much
54134,74,Male,86,E. Nor. Central,Moderate,Too Little
54135,31,Male,73.800003,E. Nor. Central,Moderate,Too Little
54136,46,Male,31.4,E. Nor. Central,Moderate,Too Little
54137,21,Male,51.799999,E. Nor. Central,Moderate,About Right
54139,24,Male,38.900002,E. Nor. Central,Moderate,About Right
54140,47,Male,39,E. Nor. Central,Conservative,Too Much
54142,60,Male,45.299999,E. Nor. Central,Moderate,About Right
54143,26,Female,38.5,E. Nor. Central,Moderate,About Right
54144,54,Female,22.5,E. Nor. Central,Slightly Conservative,About Right
54145,56,Male,32.299999,E. Nor. Central,Slightly Conservative,About Right
54147,43,Male,35.099998,E. Nor. Central,Slightly Conservative,About Right
54148,37,Male,26.700001,E. Nor. Central,Extremely Liberal,About Right
54149,49,Male,45.900002,E. Nor. Central,Moderate,Too Much
54150,51,Female,63.200001,E. Nor. Central,Moderate,Too Little
54151,67,Male,31.5,E. Nor. Central,Liberal,Too Little
54152,58,Female,63.5,E. Nor. Central,Slightly Conservative,About Right
54153,41,Male,31.5,E. Nor. Central,Moderate,Too Much
54156,45,Female,73.599998,E. Sou. Central,Moderate,Too Much
54157,48,Female,74.900002,E. Sou. Central,Conservative,About Right
54158,38,Female,53.700001,E. Sou. Central,Moderate,About Right
54159,23,Male,27.5,E. Sou. Central,Slightly Liberal,About Right
54160,27,Male,50.700001,E. Sou. Central,Extremely Liberal,Too Little
54161,46,Female,56.599998,E. Sou. Central,Moderate,About Right
54162,26,Male,62.200001,E. Sou. Central,Moderate,About Right
54163,67,Female,29.799999,E. Sou. Central,Slightly Conservative,About Right
54164,50,Male,59.099998,E. Sou. Central,Moderate,Too Little
54165,62,Female,50.5,E. Sou. Central,Liberal,About Right
54166,41,Male,29.799999,E. Sou. Central,Moderate,About Right
54167,29,Female,67,E. Sou. Central,Liberal,Too Little
54168,62,Female,22.5,E. Sou. Central,Extremely Liberal,About Right
54170,35,Male,64.099998,E. Sou. Central,Conservative,About Right
54171,75,Male,35.099998,E. Sou. Central,Extrmly Conservative,About Right
54172,69,Male,27.700001,E. Sou. Central,Extrmly Conservative,Too Little
54173,50,Female,28.4,E. Sou. Central,Moderate,Too Little
54174,66,Female,37.5,E. Sou. Central,Moderate,About Right
54175,50,Female,21.200001,E. Sou. Central,Moderate,Too Little
54176,23,Male,33.599998,E. Sou. Central,Slightly Conservative,Too Little
54178,36,Female,66.099998,E. Sou. Central,Slightly Liberal,Too Little
54180,48,Female,22.700001,E. Sou. Central,Conservative,About Right
54181,39,Female,38.900002,E. Sou. Central,Moderate,Too Little
54182,25,Female,27.5,E. Sou. Central,Moderate,Too Much
54185,36,Female,21.200001,E. Sou. Central,Moderate,Too Little
54186,68,Male,45.299999,South Atlantic,Conservative,Too Little
54187,59,Female,65.800003,South Atlantic,Moderate,Too Little
54188,80,Male,86.599998,South Atlantic,Conservative,Too Little
54189,59,Female,38.400002,South Atlantic,Moderate,About Right
54190,46,Male,63.5,South Atlantic,Liberal,Too Much
54191,89,Female,37.700001,South Atlantic,Conservative,About Right
54192,26,Male,28.4,South Atlantic,Moderate,Too Little
54193,63,Female,64.800003,South Atlantic,Slightly Conservative,Too Little
54194,24,Male,83.699997,South Atlantic,Extremely Liberal,About Right
54195,25,Female,78.5,South Atlantic,Slightly Conservative,Too Little
54196,68,Female,22.5,South Atlantic,Liberal,About Right
54198,42,Male,52.400002,South Atlantic,Slightly Conservative,About Right
54199,41,Female,61.900002,South Atlantic,Moderate,About Right
54201,89,Female,59.299999,South Atlantic,Moderate,About Right
54202,40,Female,33.099998,South Atlantic,Conservative,Too Little
54203,78,Female,76.400002,South Atlantic,Moderate,Too Little
54204,75,Male,66.099998,South Atlantic,Moderate,Too Little
54206,30,Male,28.4,South Atlantic,Slightly Conservative,About Right
54207,36,Male,79.800003,South Atlantic,Slightly Conservative,About Right
54208,50,Male,49.599998,South Atlantic,Moderate,Too Little
54209,53,Female,45.200001,South Atlantic,Conservative,About Right
54210,57,Female,83.699997,South Atlantic,Liberal,Too Little
54211,45,Female,56.599998,South Atlantic,Slightly Conservative,About Right
54212,40,Male,87.900002,South Atlantic,Conservative,Too Little
54213,58,Female,63.5,South Atlantic,Conservative,About Right
54214,58,Female,51.900002,South Atlantic,Conservative,Too Little
54215,51,Male,38.900002,South Atlantic,Liberal,Too Little
54216,57,Male,61.900002,South Atlantic,Moderate,About Right
54217,53,Female,32.400002,South Atlantic,Liberal,Too Much
54218,57,Male,50.700001,South Atlantic,Moderate,Too Little
54219,48,Female,34.400002,South Atlantic,Extremely Liberal,Too Little
54220,61,Male,63.5,South Atlantic,Moderate,Too Little
54221,49,Female,61.900002,South Atlantic,Conservative,Too Little
54222,25,Male,34.200001,South Atlantic,Conservative,About Right
54223,58,Female,39,South Atlantic,Extremely Liberal,Too Much
54224,73,Female,73.199997,South Atlantic,Conservative,Too Little
54227,71,Female,22.5,South Atlantic,Slightly Liberal,About Right
54228,77,Male,49.599998,South Atlantic,Moderate,About Right
54229,32,Male,28.6,South Atlantic,Moderate,About Right
54231,28,Female,38.5,South Atlantic,Moderate,Too Little
54233,67,Male,31.700001,South Atlantic,Moderate,About Right
54234,66,Female,50.5,South Atlantic,Conservative,Too Little
54236,28,Female,29.299999,South Atlantic,Moderate,Too Little
54237,27,Female,33.099998,South Atlantic,Slightly Liberal,About Right
54238,37,Female,28.4,South Atlantic,Extrmly Conservative,About Right
54240,25,Female,37.299999,South Atlantic,Conservative,About Right
54241,63,Male,63.200001,South Atlantic,Slightly Conservative,About Right
54242,29,Female,26.4,South Atlantic,Liberal,About Right
54243,26,Female,27.5,South Atlantic,Extremely Liberal,Too Much
54245,51,Female,27.5,South Atlantic,Moderate,About Right
54247,54,Female,38.900002,South Atlantic,Conservative,About Right
54248,64,Female,29.799999,South Atlantic,Liberal,Too Little
54249,47,Female,29.299999,South Atlantic,Liberal,Too Little
54250,40,Female,38.900002,South Atlantic,Moderate,About Right
54251,32,Female,63.5,South Atlantic,Moderate,About Right
54252,44,Female,75.199997,South Atlantic,Liberal,Too Little
54254,34,Female,38.400002,South Atlantic,Slightly Conservative,About Right
54255,54,Female,22.5,South Atlantic,Conservative,About Right
54256,27,Female,32.400002,South Atlantic,Slightly Liberal,About Right
54258,70,Female,78.5,South Atlantic,Slightly Conservative,Too Little
54259,47,Male,37.900002,South Atlantic,Moderate,About Right
54262,42,Male,34.200001,W. Sou. Central,Liberal,Too Little
54263,34,Female,56.599998,W. Sou. Central,Moderate,About Right
54264,62,Male,44.700001,W. Sou. Central,Liberal,About Right
54265,58,Male,44.700001,W. Sou. Central,Slightly Conservative,Too Little
54266,46,Male,40,W. Sou. Central,Liberal,Too Little
54268,37,Female,32.400002,W. Sou. Central,Extremely Liberal,About Right
54269,30,Male,28.4,W. Sou. Central,Extrmly Conservative,About Right
54270,81,Male,41.200001,W. Sou. Central,Slightly Liberal,Too Little
54271,26,Female,34.599998,W. Sou. Central,Moderate,Too Little
54272,52,Female,66.099998,W. Sou. Central,Moderate,Too Little
54274,80,Female,38.5,South Atlantic,Slightly Conservative,Too Little
54275,48,Male,79.800003,South Atlantic,Slightly Liberal,Too Little
54276,71,Female,78.5,South Atlantic,Liberal,Too Little
54277,39,Male,50.700001,South Atlantic,Conservative,Too Little
54278,36,Male,75.199997,South Atlantic,Moderate,Too Little
54279,80,Female,38.400002,South Atlantic,Moderate,About Right
54280,72,Female,56.5,South Atlantic,Moderate,Too Much
54281,26,Male,87.900002,South Atlantic,Liberal,Too Little
54282,42,Male,76.400002,South Atlantic,Conservative,Too Little
54283,39,Female,84,South Atlantic,Liberal,About Right
54284,79,Female,73.900002,South Atlantic,Moderate,Too Little
54285,62,Male,62.5,South Atlantic,Extremely Liberal,Too Little
54286,42,Male,66.099998,South Atlantic,Moderate,Too Little
54287,38,Female,53.299999,South Atlantic,Conservative,About Right
54288,32,Female,29.299999,South Atlantic,Moderate,Too Little
54289,47,Female,60.599998,South Atlantic,Slightly Liberal,Too Little
54290,51,Female,50.700001,South Atlantic,Moderate,About Right
54291,77,Female,21.200001,South Atlantic,Moderate,Too Little
54292,31,Female,45.799999,South Atlantic,Moderate,Too Little
54293,35,Male,78.5,South Atlantic,Liberal,About Right
54294,48,Female,73.199997,South Atlantic,Extremely Liberal,About Right
54295,55,Female,31.200001,South Atlantic,Liberal,About Right
54296,83,Female,38.400002,South Atlantic,Slightly Conservative,Too Little
54297,44,Female,38.5,South Atlantic,Slightly Conservative,Too Much
54298,44,Female,78.5,South Atlantic,Slightly Liberal,Too Little
54300,30,Male,50.5,South Atlantic,Liberal,About Right
54301,47,Female,80.099998,South Atlantic,Extremely Liberal,Too Little
54302,58,Female,53.299999,South Atlantic,Liberal,Too Little
54303,65,Male,66.099998,South Atlantic,Conservative,About Right
54304,32,Female,32.400002,South Atlantic,Slightly Liberal,Too Little
54305,83,Female,73.199997,South Atlantic,Moderate,Too Little
54308,39,Male,80.900002,South Atlantic,Conservative,Too Little
54310,50,Female,31.200001,South Atlantic,Moderate,About Right
54311,70,Male,85.099998,South Atlantic,Conservative,Too Little
54312,71,Female,17.1,South Atlantic,Liberal,About Right
54313,27,Male,84.699997,South Atlantic,Liberal,Too Little
54314,22,Male,28.6,South Atlantic,Conservative,Too Little
54315,25,Male,83.699997,South Atlantic,Slightly Conservative,About Right
54316,19,Male,34.799999,South Atlantic,Liberal,Too Little
54317,86,Female,78.5,South Atlantic,Conservative,About Right
54318,49,Female,50.5,South Atlantic,Moderate,About Right
54319,45,Male,88.800003,South Atlantic,Slightly Conservative,Too Little
54321,54,Male,73.300003,South Atlantic,Moderate,About Right
54322,40,Female,63.5,South Atlantic,Conservative,Too Little
54324,40,Male,63.5,South Atlantic,Moderate,About Right
54325,44,Female,73.199997,South Atlantic,Moderate,About Right
54326,72,Male,63.5,South Atlantic,Moderate,Too Little
54327,78,Male,39,South Atlantic,Extrmly Conservative,About Right
54328,53,Male,34.200001,South Atlantic,Slightly Liberal,Too Little
54329,89,Female,78.5,South Atlantic,Slightly Liberal,About Right
54330,29,Male,31.299999,South Atlantic,Conservative,About Right
54331,58,Male,38.900002,South Atlantic,Conservative,Too Little
54332,52,Male,64.199997,South Atlantic,Conservative,About Right
54333,68,Male,49.599998,E. Sou. Central,Slightly Conservative,Too Little
54334,56,Male,25.9,E. Sou. Central,Slightly Liberal,Too Little
54335,24,Male,59.299999,E. Sou. Central,Liberal,About Right
54336,33,Female,33.099998,E. Sou. Central,Moderate,Too Little
54337,43,Male,63.5,E. Sou. Central,Extrmly Conservative,Too Much
54338,37,Female,63.5,E. Sou. Central,Moderate,Too Little
54339,41,Female,57.099998,E. Sou. Central,Moderate,Too Little
54340,42,Male,37.299999,E. Sou. Central,Moderate,Too Little
54341,27,Female,63.5,E. Sou. Central,Conservative,Too Little
54342,35,Male,73.599998,E. Sou. Central,Liberal,Too Little
54343,31,Male,50.5,E. Sou. Central,Moderate,Too Little
54345,38,Female,63.5,E. Sou. Central,Conservative,About Right
54346,28,Male,50.5,E. Sou. Central,Conservative,Too Much
54347,31,Female,26.4,E. Sou. Central,Extrmly Conservative,About Right
54348,53,Male,73.199997,E. Sou. Central,Conservative,Too Little
54349,51,Male,86.5,E. Sou. Central,Moderate,Too Much
54350,31,Male,51.900002,E. Sou. Central,Slightly Conservative,Too Little
54352,29,Female,32.400002,E. Sou. Central,Moderate,Too Little
54353,37,Female,63.5,E. Sou. Central,Slightly Conservative,About Right
54355,49,Female,36.900002,E. Sou. Central,Moderate,Too Little
54356,23,Female,33.099998,E. Sou. Central,Moderate,Too Much
54357,49,Female,32.400002,E. Sou. Central,Moderate,About Right
54358,57,Female,26.4,E. Sou. Central,Extrmly Conservative,Too Little
54359,30,Male,61.900002,E. Sou. Central,Conservative,Too Much
54360,37,Male,34.200001,E. Sou. Central,Slightly Liberal,Too Little
54362,64,Male,50.5,E. Sou. Central,Moderate,Too Little
54363,56,Female,38,E. Sou. Central,Extremely Liberal,Too Little
54365,34,Female,80.900002,E. Sou. Central,Slightly Conservative,About Right
54366,68,Female,26.700001,E. Sou. Central,Moderate,Too Little
54367,53,Male,38.900002,E. Sou. Central,Extrmly Conservative,Too Much
54368,45,Female,69.199997,E. Sou. Central,Slightly Conservative,About Right
54369,40,Female,64.800003,E. Sou. Central,Conservative,About Right
54370,33,Female,64.400002,E. Sou. Central,Conservative,About Right
54371,35,Female,29.299999,E. Sou. Central,Slightly Liberal,Too Little
54372,46,Female,38.900002,W. Sou. Central,Moderate,About Right
54373,54,Female,38.400002,W. Sou. Central,Slightly Liberal,About Right
54374,27,Female,65.800003,W. Sou. Central,Moderate,About Right
54375,51,Female,31.200001,W. Sou. Central,Slightly Conservative,About Right
54376,39,Female,29.299999,W. Sou. Central,Moderate,Too Little
54377,36,Female,31.200001,W. Sou. Central,Moderate,Too Little
54378,28,Female,26.4,W. Sou. Central,Moderate,About Right
54379,34,Female,27.299999,W. Sou. Central,Slightly Liberal,About Right
54381,29,Female,36.5,W. Sou. Central,Moderate,Too Little
54383,73,Male,30.5,W. Sou. Central,Slightly Liberal,Too Little
54384,26,Male,26.700001,W. Sou. Central,Moderate,About Right
54385,49,Male,50.700001,W. Sou. Central,Moderate,About Right
54387,43,Female,76.400002,W. Sou. Central,Slightly Conservative,About Right
54388,59,Male,41.599998,W. Sou. Central,Moderate,About Right
54389,44,Male,31.4,W. Sou. Central,Extrmly Conservative,Too Little
54390,42,Female,22.5,W. Sou. Central,Moderate,About Right
54391,43,Female,69.199997,W. Sou. Central,Moderate,About Right
54392,49,Female,33.099998,W. Sou. Central,Moderate,About Right
54393,38,Female,78.5,W. Sou. Central,Moderate,About Right
54395,57,Male,28.4,W. Sou. Central,Extremely Liberal,About Right
54396,63,Female,21.200001,W. Sou. Central,Moderate,About Right
54397,25,Female,32.400002,W. Sou. Central,Slightly Liberal,About Right
54398,53,Male,44.700001,W. Sou. Central,Slightly Liberal,About Right
54399,38,Female,34.299999,W. Sou. Central,Conservative,About Right
54400,41,Female,31.200001,W. Sou. Central,Slightly Conservative,About Right
54403,35,Female,33.099998,W. Sou. Central,Moderate,About Right
54404,38,Male,71.599998,W. Sou. Central,Moderate,Too Little
54405,49,Female,29.799999,W. Sou. Central,Moderate,Too Little
54409,57,Male,39.5,W. Sou. Central,Slightly Liberal,Too Little
54410,20,Female,69.199997,W. Sou. Central,Moderate,About Right
54411,21,Male,32.799999,South Atlantic,Conservative,About Right
54412,33,Male,27.5,South Atlantic,Slightly Liberal,Too Little
54413,44,Male,50.5,South Atlantic,Moderate,Too Little
54414,50,Male,87.900002,South Atlantic,Conservative,Too Little
54415,51,Male,69.699997,South Atlantic,Slightly Liberal,Too Little
54417,61,Female,73.199997,South Atlantic,Moderate,About Right
54418,38,Male,31.5,South Atlantic,Conservative,About Right
54419,44,Female,51.900002,South Atlantic,Conservative,Too Much
54421,88,Female,38.400002,South Atlantic,Conservative,Too Little
54422,49,Female,33.099998,South Atlantic,Moderate,About Right
54423,44,Male,31.299999,South Atlantic,Liberal,Too Much
54424,39,Male,30.1,South Atlantic,Moderate,About Right
54425,63,Male,36.5,South Atlantic,Conservative,Too Little
54426,60,Male,63.5,South Atlantic,Liberal,Too Little
54427,46,Female,73.199997,South Atlantic,Conservative,About Right
54428,43,Female,22.5,South Atlantic,Moderate,About Right
54429,78,Female,38.400002,South Atlantic,Liberal,Too Little
54430,22,Female,33.299999,South Atlantic,Conservative,Too Little
54431,85,Female,76.400002,South Atlantic,Conservative,Too Little
54432,19,Male,59.299999,South Atlantic,Slightly Conservative,About Right
54433,71,Female,50.5,South Atlantic,Conservative,About Right
54434,33,Male,63.5,South Atlantic,Conservative,About Right
54435,33,Female,69.699997,South Atlantic,Moderate,About Right
54436,33,Female,68.099998,South Atlantic,Slightly Conservative,Too Little
54437,66,Female,63.200001,South Atlantic,Slightly Conservative,Too Little
54438,66,Female,28.4,South Atlantic,Conservative,About Right
54439,25,Male,46.299999,South Atlantic,Slightly Conservative,Too Little
54440,25,Male,29.200001,South Atlantic,Conservative,About Right
54441,24,Male,46.299999,South Atlantic,Moderate,About Right
54442,43,Male,42.200001,South Atlantic,Moderate,Too Little
54443,26,Male,42.200001,South Atlantic,Moderate,About Right
54444,65,Female,50.700001,South Atlantic,Moderate,Too Little
54447,29,Female,21.200001,South Atlantic,Conservative,About Right
54448,81,Female,30.799999,South Atlantic,Extrmly Conservative,About Right
54449,28,Female,33.099998,South Atlantic,Slightly Liberal,About Right
54450,27,Female,36.5,South Atlantic,Liberal,About Right
54451,47,Male,28.6,South Atlantic,Moderate,Too Little
54452,40,Male,33.299999,South Atlantic,Conservative,About Right
54453,32,Female,63.5,Mountain,Moderate,Too Little
54454,29,Female,32.400002,Mountain,Moderate,About Right
54455,89,Female,38.400002,Mountain,Slightly Liberal,About Right
54456,25,Male,32.400002,Mountain,Slightly Liberal,Too Little
54457,35,Male,63.5,Mountain,Moderate,Too Little
54458,58,Female,78.5,Mountain,Liberal,Too Little
54459,45,Female,75.199997,Mountain,Liberal,Too Little
54460,32,Female,82.699997,Mountain,Moderate,Too Little
54461,33,Female,73.300003,Mountain,Slightly Liberal,Too Little
54462,74,Male,35.099998,Mountain,Conservative,Too Little
54463,35,Female,49.599998,Mountain,Moderate,About Right
54464,55,Female,29.799999,Mountain,Conservative,About Right
54465,69,Female,50.700001,Mountain,Slightly Liberal,Too Little
54466,34,Female,63.5,Mountain,Slightly Conservative,About Right
54467,25,Female,32.400002,Mountain,Liberal,About Right
54468,62,Female,38.400002,Mountain,Conservative,Too Little
54469,32,Female,53.099998,Mountain,Conservative,About Right
54470,34,Male,49.599998,Mountain,Conservative,About Right
54471,55,Female,67,Mountain,Conservative,About Right
54472,36,Female,27.5,Mountain,Moderate,Too Little
54473,42,Female,32.400002,Mountain,Moderate,About Right
54474,27,Female,32.400002,Mountain,Moderate,About Right
54475,28,Male,28.6,Mountain,Moderate,About Right
54476,35,Female,38.5,Mountain,Moderate,Too Much
54477,29,Male,49.599998,Mountain,Moderate,About Right
54478,44,Female,38,Pacific,Conservative,Too Much
54479,84,Female,22.5,Pacific,Conservative,About Right
54480,31,Female,66.099998,Pacific,Conservative,Too Much
54481,55,Male,53.700001,Pacific,Moderate,Too Little
54482,72,Female,38.400002,Pacific,Moderate,Too Little
54484,63,Male,26.5,Pacific,Moderate,About Right
54485,21,Female,56.599998,Pacific,Moderate,Too Little
54487,18,Female,32.400002,Pacific,Moderate,About Right
54488,27,Female,33.099998,Pacific,Moderate,About Right
54489,68,Female,22.5,Pacific,Moderate,Too Much
54492,18,Female,33.099998,Pacific,Moderate,Too Little
54493,43,Male,26.5,Pacific,Slightly Liberal,About Right
54494,45,Male,37.299999,Pacific,Moderate,About Right
54496,57,Male,26.5,Pacific,Moderate,About Right
54497,51,Male,32.700001,Pacific,Moderate,About Right
54499,53,Female,29.299999,Pacific,Moderate,Too Much
54500,52,Female,37.700001,Pacific,Conservative,Too Much
54501,68,Male,63.5,Pacific,Moderate,Too Little
54503,49,Male,62.5,Pacific,Extrmly Conservative,About Right
54504,24,Male,29.200001,Pacific,Slightly Liberal,Too Much
54505,44,Female,36.900002,Pacific,Moderate,About Right
54506,55,Male,28.6,Pacific,Liberal,About Right
54507,35,Male,86,Pacific,Liberal,About Right
54508,24,Male,37.900002,Pacific,Liberal,Too Little
54509,28,Male,41.599998,Pacific,Liberal,About Right
54510,47,Male,29.200001,Pacific,Slightly Liberal,Too Much
54512,53,Female,33.900002,Pacific,Extremely Liberal,About Right
54513,31,Male,37.900002,Pacific,Slightly Liberal,Too Little
54514,30,Female,80.900002,Pacific,Slightly Liberal,Too Little
54515,31,Female,27.5,Pacific,Extremely Liberal,About Right
54516,53,Female,37.700001,Pacific,Moderate,About Right
54517,57,Female,76.400002,Pacific,Liberal,Too Little
54518,43,Male,38.900002,Pacific,Slightly Conservative,Too Little
54519,37,Male,63.5,Pacific,Slightly Liberal,Too Little
54520,67,Female,21.200001,Pacific,Extremely Liberal,Too Little
54521,69,Male,45.900002,Pacific,Moderate,Too Much
54522,50,Female,63.5,Pacific,Moderate,Too Much
54523,55,Male,26.700001,Pacific,Conservative,Too Much
54524,51,Male,50.700001,Pacific,Liberal,About Right
54525,31,Female,73.199997,Pacific,Liberal,Too Little
54526,44,Male,37.299999,Pacific,Conservative,About Right
54527,26,Female,73.199997,Pacific,Slightly Liberal,About Right
54529,54,Female,26.5,Pacific,Moderate,About Right
54530,50,Female,33.099998,Pacific,Conservative,About Right
54531,89,Male,86,Pacific,Extremely Liberal,About Right
54532,42,Male,50.700001,Pacific,Moderate,About Right
54533,49,Male,50.700001,Mountain,Liberal,Too Little
54534,89,Female,32.299999,Mountain,Extrmly Conservative,Too Much
54535,21,Male,50.700001,Mountain,Slightly Liberal,Too Little
54536,39,Female,63.5,Mountain,Slightly Liberal,Too Little
54537,60,Male,64,Mountain,Conservative,Too Little
54538,40,Female,63.200001,Mountain,Moderate,Too Little
54539,25,Male,29,Mountain,Moderate,Too Little
54540,82,Male,38.299999,Mountain,Moderate,About Right
54541,41,Female,67,Mountain,Moderate,About Right
54542,34,Male,50.700001,Mountain,Liberal,Too Little
54543,71,Female,22.9,Mountain,Conservative,About Right
54544,65,Female,62.5,Mountain,Slightly Conservative,Too Little
54546,70,Female,38.900002,Mountain,Liberal,Too Little
54547,24,Male,41.599998,Mountain,Moderate,About Right
54548,74,Male,32,Mountain,Conservative,About Right
54549,63,Female,62.5,Mountain,Conservative,Too Much
54550,65,Male,64.099998,Mountain,Moderate,About Right
54551,67,Female,38.5,Mountain,Slightly Liberal,Too Little
54552,35,Female,41.599998,Mountain,Slightly Conservative,About Right
54553,63,Female,69.699997,Mountain,Conservative,Too Little
54554,45,Male,37.400002,Mountain,Slightly Liberal,Too Little
54555,79,Female,53.299999,Mountain,Moderate,About Right
54556,49,Male,49.599998,Mountain,Moderate,Too Much
54557,69,Male,38.099998,Mountain,Conservative,About Right
54558,27,Female,50.700001,Mountain,Slightly Conservative,About Right
54559,46,Female,59,Mountain,Conservative,About Right
54560,57,Male,31.5,Mountain,Slightly Conservative,Too Little
54561,31,Female,33.099998,Mountain,Moderate,Too Little
54562,27,Female,29.299999,Mountain,Moderate,Too Little
54564,30,Female,35.099998,Mountain,Moderate,About Right
54565,23,Female,38,Mountain,Conservative,Too Little
54566,30,Male,33.099998,Pacific,Moderate,About Right
54568,21,Female,29.200001,Pacific,Moderate,About Right
54569,38,Female,22.700001,Pacific,Slightly Conservative,About Right
54570,25,Female,38.900002,Pacific,Moderate,Too Little
54571,33,Male,31.4,Pacific,Slightly Conservative,Too Much
54572,64,Female,60.599998,Pacific,Extremely Liberal,About Right
54573,28,Male,27.5,Pacific,Moderate,About Right
54574,51,Female,37.700001,Pacific,Slightly Conservative,About Right
54575,32,Female,33.099998,Pacific,Moderate,About Right
54576,38,Female,34.700001,Pacific,Slightly Conservative,About Right
54577,37,Female,31.200001,Pacific,Slightly Liberal,Too Much
54578,39,Male,31.4,Pacific,Moderate,About Right
54579,41,Male,63.200001,Pacific,Conservative,Too Little
54580,59,Female,38.5,Pacific,Extrmly Conservative,Too Much
54581,76,Male,82.699997,Pacific,Conservative,Too Little
54582,67,Female,63.5,Pacific,Moderate,About Right
54583,64,Female,36.5,Pacific,Conservative,About Right
54584,29,Male,39.400002,Pacific,Moderate,About Right
54585,23,Female,38,Pacific,Slightly Liberal,About Right
54586,55,Male,52.299999,Pacific,Slightly Liberal,Too Little
54587,53,Female,51.900002,Pacific,Extremely Liberal,About Right
54590,54,Male,73.599998,Pacific,Slightly Conservative,About Right
54591,67,Female,63.5,Pacific,Moderate,Too Little
54592,28,Female,36.5,Pacific,Moderate,Too Little
54593,21,Male,28.6,Pacific,Liberal,About Right
54594,20,Female,48.5,Pacific,Moderate,About Right
54596,29,Male,45.099998,Pacific,Moderate,Too Little
54598,65,Male,34.200001,Pacific,Liberal,Too Little
54600,59,Female,56.599998,Pacific,Moderate,About Right
54601,47,Female,73.199997,Pacific,Liberal,Too Little
54602,80,Female,38.400002,Pacific,Moderate,About Right
54603,67,Male,86.599998,Pacific,Moderate,About Right
54605,76,Male,28.6,Pacific,Slightly Conservative,Too Little
54606,49,Female,50.5,Pacific,Moderate,About Right
54607,56,Female,73.199997,Pacific,Moderate,Too Little
54609,69,Male,64.099998,Pacific,Moderate,Too Little
54610,25,Female,59.099998,Pacific,Liberal,Too Little
54611,42,Female,33.099998,Pacific,Slightly Liberal,Too Much
54612,23,Male,80.900002,Pacific,Liberal,About Right
54613,35,Female,63.5,Pacific,Liberal,Too Little
54614,21,Female,36.5,Pacific,Liberal,About Right
54617,76,Female,80.300003,Pacific,Liberal,Too Little
54618,71,Male,78.5,Pacific,Liberal,Too Little
54619,31,Male,76.300003,Pacific,Liberal,Too Little
